@relation loanDefault
@attribute Loan_Amount REAL
@attribute Term { '36 months','60 months' }
@attribute Interest_Rate REAL
@attribute Employment_Length { '< 1 year','1 year','2 years','3 years','4 years','5 years','6 years','7 years','8 years','9 years','10+ years','n/a'}
@attribute Home_Ownership { 'OWN','RENT','MORTGAGE','NONE','OTHER'}
@attribute Annual_Income REAL
@attribute Debt_to_Income REAL
@attribute Credit_Score REAL
@attribute Class {'Fully Paid','Charged Off'}
@DATA
6400,'36 months',0.1285,'10+ years','MORTGAGE',48000,16.98,724,'Fully Paid'
7000,'36 months',0.0967,'10+ years','MORTGAGE',30000,9.56,719,'Fully Paid'
4500,'36 months',0.1997,'4 years','RENT',35000,25.69,669,'Fully Paid'
17250,'36 months',0.1447,'10+ years','RENT',45000,23.95,664,'Fully Paid'
35000,'60 months',0.1699,'10+ years','MORTGAGE',568000,18.97,729,'Fully Paid'
20000,'60 months',0.2583,'10+ years','RENT',70000,7.47,664,'Fully Paid'
8225,'36 months',0.089,'1 year','OWN',40000,13.89,759,'Fully Paid'
19000,'36 months',0.1398,'4 years','RENT',95000,4.86,699,'Fully Paid'
15000,'36 months',0.1285,'6 years','RENT',55000,24.85,694,'Fully Paid'
8500,'36 months',0.0662,'3 years','OWN',70000,13.99,739,'Fully Paid'
8000,'36 months',0.1561,'7 years','MORTGAGE',50000,10.13,664,'Fully Paid'
16750,'60 months',0.205,'< 1 year','MORTGAGE',96800,13.4,674,'Fully Paid'
2200,'60 months',0.1757,'3 years','MORTGAGE',65378,29.04,679,'Fully Paid'
7500,'36 months',0.0967,'6 years','MORTGAGE',70000,13.92,689,'Fully Paid'
35000,'36 months',0.1099,'10+ years','MORTGAGE',185000,7.84,779,'Fully Paid'
8000,'36 months',0.0762,'10+ years','RENT',70000,10.97,729,'Fully Paid'
15000,'36 months',0.1099,'9 years','MORTGAGE',60000,18.1,664,'Fully Paid'
20000,'36 months',0.1199,'9 years','MORTGAGE',156160,13.66,709,'Fully Paid'
8400,'36 months',0.1099,'< 1 year','OWN',85000,24.94,724,'Fully Paid'
7000,'36 months',0.0662,'6 years','OWN',72000,14.01,779,'Fully Paid'
24000,'36 months',0.079,'10+ years','MORTGAGE',150000,16.34,719,'Fully Paid'
10000,'60 months',0.1447,'3 years','MORTGAGE',128000,18.46,744,'Fully Paid'
8000,'36 months',0.1353,'1 year','RENT',51430,19.86,679,'Fully Paid'
9000,'36 months',0.089,'10+ years','MORTGAGE',52000,12.85,709,'Fully Paid'
2000,'36 months',0.1099,'10+ years','MORTGAGE',124000,22.31,699,'Fully Paid'
35000,'36 months',0.089,'< 1 year','MORTGAGE',152000,13.21,744,'Fully Paid'
28000,'60 months',0.1997,'10+ years','MORTGAGE',89500,4.57,679,'Fully Paid'
19000,'36 months',0.0762,'n/a','MORTGAGE',61954,18.29,729,'Fully Paid'
28000,'60 months',0.1624,'10+ years','MORTGAGE',96000,31.43,724,'Fully Paid'
20000,'36 months',0.1353,'10+ years','MORTGAGE',57000,10.11,684,'Fully Paid'
15000,'36 months',0.089,'10+ years','OWN',39000,26.15,684,'Fully Paid'
3500,'36 months',0.205,'10+ years','RENT',40000,23.1,714,'Fully Paid'
25000,'36 months',0.1199,'4 years','RENT',120000,31.69,684,'Fully Paid'
24000,'60 months',0.1447,'< 1 year','MORTGAGE',83800,15.25,714,'Fully Paid'
18000,'36 months',0.0762,'10+ years','RENT',68000,20.63,774,'Fully Paid'
20000,'36 months',0.1447,'8 years','MORTGAGE',64000,6.56,664,'Fully Paid'
15000,'60 months',0.1561,'2 years','RENT',60000,12.48,664,'Fully Paid'
15000,'60 months',0.2408,'7 years','RENT',69500,13.64,699,'Fully Paid'
16000,'60 months',0.1398,'10+ years','MORTGAGE',68000,15.69,674,'Fully Paid'
6000,'36 months',0.1199,'7 years','MORTGAGE',127000,7.84,734,'Fully Paid'
1200,'36 months',0.2148,'10+ years','MORTGAGE',60000,14.3,664,'Fully Paid'
14000,'36 months',0.089,'7 years','MORTGAGE',185000,2.59,714,'Fully Paid'
14000,'60 months',0.1447,'10+ years','MORTGAGE',85000,11.9,674,'Fully Paid'
23000,'60 months',0.1447,'10+ years','RENT',75000,3.81,769,'Fully Paid'
6000,'36 months',0.0762,'3 years','MORTGAGE',110000,5.68,759,'Fully Paid'
3000,'36 months',0.089,'10+ years','MORTGAGE',145000,17.48,699,'Fully Paid'
15000,'36 months',0.1099,'4 years','MORTGAGE',72000,19.98,674,'Fully Paid'
13000,'36 months',0.089,'3 years','RENT',48000,28.58,724,'Fully Paid'
11500,'36 months',0.1353,'< 1 year','RENT',34328,18.95,684,'Fully Paid'
4000,'36 months',0.1757,'10+ years','MORTGAGE',85000,30.42,719,'Fully Paid'
13000,'36 months',0.1099,'10+ years','RENT',47500,6.24,694,'Fully Paid'
30000,'60 months',0.1699,'2 years','OWN',98000,26.87,694,'Fully Paid'
23000,'60 months',0.1498,'3 years','RENT',80000,3.87,679,'Fully Paid'
5000,'36 months',0.1099,'4 years','RENT',57000,14.8,719,'Fully Paid'
11500,'36 months',0.079,'2 years','OWN',43000,15.55,739,'Fully Paid'
20000,'36 months',0.089,'2 years','MORTGAGE',105000,23.28,719,'Fully Paid'
15000,'36 months',0.079,'6 years','RENT',50000,11.75,724,'Fully Paid'
8000,'36 months',0.0762,'3 years','RENT',55000,25.38,694,'Fully Paid'
20000,'36 months',0.089,'10+ years','MORTGAGE',95000,19.95,689,'Fully Paid'
10200,'60 months',0.1199,'3 years','MORTGAGE',33900,5.38,729,'Fully Paid'
6000,'36 months',0.1199,'2 years','RENT',115000,7.68,674,'Fully Paid'
11000,'36 months',0.0762,'< 1 year','RENT',50000,11.58,714,'Fully Paid'
10400,'36 months',0.1561,'n/a','MORTGAGE',48000,17.43,704,'Fully Paid'
4800,'36 months',0.1199,'1 year','RENT',65000,15.36,729,'Fully Paid'
30000,'36 months',0.089,'7 years','MORTGAGE',240000,13.05,734,'Fully Paid'
15200,'36 months',0.1199,'10+ years','MORTGAGE',90000,18.12,669,'Fully Paid'
1000,'36 months',0.1997,'n/a','RENT',45000,22.88,669,'Fully Paid'
5000,'36 months',0.1353,'10+ years','MORTGAGE',120000,8.64,664,'Fully Paid'
8200,'36 months',0.0662,'6 years','RENT',158993,6.47,714,'Fully Paid'
6000,'36 months',0.1099,'9 years','OWN',31000,3.48,684,'Fully Paid'
35000,'60 months',0.2583,'6 years','MORTGAGE',195000,12.38,669,'Fully Paid'
12000,'36 months',0.0603,'5 years','MORTGAGE',120000,11.53,789,'Fully Paid'
16000,'36 months',0.089,'5 years','MORTGAGE',68000,25.93,704,'Fully Paid'
5000,'36 months',0.1199,'5 years','OWN',42000,26,679,'Fully Paid'
13800,'36 months',0.1398,'10+ years','RENT',58000,8.69,729,'Fully Paid'
30000,'36 months',0.1353,'1 year','RENT',105000,15.75,689,'Fully Paid'
35000,'60 months',0.2148,'2 years','MORTGAGE',170000,11.01,694,'Fully Paid'
10000,'36 months',0.1447,'< 1 year','RENT',46000,8.09,689,'Fully Paid'
23000,'36 months',0.1285,'2 years','MORTGAGE',99450,21.56,704,'Fully Paid'
17475,'36 months',0.1285,'10+ years','RENT',50000,18.51,729,'Fully Paid'
10375,'36 months',0.0762,'10+ years','MORTGAGE',60000,5.88,759,'Fully Paid'
22500,'36 months',0.0662,'3 years','MORTGAGE',65000,26.27,764,'Fully Paid'
20000,'60 months',0.1757,'10+ years','MORTGAGE',54000,18.16,684,'Fully Paid'
31300,'36 months',0.1624,'7 years','MORTGAGE',70000,25.8,664,'Fully Paid'
7200,'36 months',0.1353,'2 years','RENT',47600,31.85,724,'Fully Paid'
5500,'36 months',0.1447,'9 years','MORTGAGE',44000,23.49,674,'Fully Paid'
6250,'36 months',0.1199,'9 years','RENT',27000,26.4,714,'Fully Paid'
20000,'36 months',0.1285,'1 year','MORTGAGE',225000,12.53,704,'Fully Paid'
15000,'36 months',0.1285,'6 years','RENT',130000,3.93,669,'Fully Paid'
14000,'36 months',0.1285,'< 1 year','MORTGAGE',115000,13.88,709,'Fully Paid'
10000,'36 months',0.1398,'9 years','MORTGAGE',67500,5.1,714,'Fully Paid'
7000,'36 months',0.1398,'4 years','MORTGAGE',154000,12.55,684,'Fully Paid'
10000,'60 months',0.1447,'10+ years','OWN',133000,15.16,714,'Fully Paid'
13000,'36 months',0.1099,'5 years','MORTGAGE',60000,26.64,669,'Fully Paid'
10050,'36 months',0.245,'10+ years','MORTGAGE',50000,21.67,674,'Fully Paid'
5000,'36 months',0.1624,'7 years','MORTGAGE',86000,23.51,684,'Fully Paid'
8000,'36 months',0.1353,'n/a','RENT',52000,21.53,674,'Fully Paid'
1000,'36 months',0.1699,'10+ years','RENT',33000,12.65,719,'Fully Paid'
7500,'36 months',0.1398,'4 years','MORTGAGE',71000,13.25,684,'Fully Paid'
5500,'36 months',0.1447,'n/a','RENT',56000,31.5,664,'Fully Paid'
25000,'36 months',0.1699,'10+ years','MORTGAGE',89000,17.13,684,'Fully Paid'
7125,'36 months',0.1353,'2 years','OWN',34000,11.01,699,'Fully Paid'
15000,'36 months',0.1285,'2 years','RENT',73000,7.13,674,'Fully Paid'
10000,'36 months',0.089,'10+ years','MORTGAGE',100000,17.13,669,'Fully Paid'
10000,'36 months',0.1498,'10+ years','RENT',55000,26.03,674,'Fully Paid'
21650,'60 months',0.2557,'8 years','RENT',85366,20.99,679,'Fully Paid'
27000,'36 months',0.079,'10+ years','MORTGAGE',120000,9.13,784,'Fully Paid'
14950,'36 months',0.0967,'10+ years','MORTGAGE',136750,10.13,684,'Fully Paid'
20000,'60 months',0.1561,'6 years','MORTGAGE',60000,22.36,669,'Fully Paid'
9000,'36 months',0.1099,'< 1 year','RENT',75000,9.27,669,'Fully Paid'
12000,'36 months',0.1353,'6 years','MORTGAGE',65000,22.38,669,'Fully Paid'
8600,'36 months',0.1498,'9 years','MORTGAGE',140000,14.1,669,'Fully Paid'
28000,'60 months',0.1447,'10+ years','MORTGAGE',80000,23.11,699,'Fully Paid'
10000,'36 months',0.1099,'5 years','RENT',42000,14.83,664,'Fully Paid'
19600,'36 months',0.0662,'3 years','OWN',54000,18.11,714,'Fully Paid'
18000,'36 months',0.1353,'< 1 year','OWN',82000,14.72,674,'Fully Paid'
19000,'36 months',0.0603,'10+ years','MORTGAGE',87000,22.94,759,'Fully Paid'
11100,'60 months',0.1699,'10+ years','MORTGAGE',82000,30.25,719,'Fully Paid'
11850,'36 months',0.224,'9 years','MORTGAGE',34336,15.66,664,'Fully Paid'
12000,'36 months',0.089,'10+ years','MORTGAGE',90000,15.91,734,'Fully Paid'
9000,'36 months',0.1447,'10+ years','MORTGAGE',80400,21.73,684,'Fully Paid'
20000,'60 months',0.234,'10+ years','MORTGAGE',70000,25.97,684,'Fully Paid'
7125,'36 months',0.1922,'10+ years','RENT',45000,29.95,669,'Fully Paid'
22250,'60 months',0.1757,'7 years','RENT',53000,14.42,694,'Fully Paid'
4000,'36 months',0.1561,'8 years','MORTGAGE',140000,6.21,664,'Fully Paid'
15000,'36 months',0.1353,'2 years','MORTGAGE',63000,8.7,664,'Fully Paid'
16000,'60 months',0.205,'10+ years','MORTGAGE',43500,28.97,674,'Fully Paid'
11200,'36 months',0.1922,'9 years','MORTGAGE',100000,14.22,684,'Fully Paid'
12175,'60 months',0.1447,'10+ years','MORTGAGE',35898,29.56,719,'Fully Paid'
25000,'60 months',0.1624,'6 years','MORTGAGE',92000,11.14,689,'Fully Paid'
15000,'60 months',0.1825,'10+ years','MORTGAGE',93000,17.91,684,'Fully Paid'
8400,'36 months',0.1398,'3 years','RENT',38000,23.28,669,'Fully Paid'
12000,'36 months',0.0967,'9 years','MORTGAGE',40000,9.92,694,'Fully Paid'
10000,'36 months',0.0967,'< 1 year','RENT',55000,8.76,674,'Fully Paid'
8850,'36 months',0.1498,'2 years','MORTGAGE',54600,19.19,689,'Fully Paid'
10400,'60 months',0.205,'10+ years','MORTGAGE',60000,16.8,704,'Fully Paid'
30000,'60 months',0.1498,'10+ years','MORTGAGE',150000,12.96,679,'Fully Paid'
8875,'36 months',0.0967,'10+ years','MORTGAGE',35426,27.61,734,'Fully Paid'
8000,'36 months',0.1285,'10+ years','RENT',63000,16.78,699,'Fully Paid'
21000,'36 months',0.0762,'2 years','MORTGAGE',169420,10.7,729,'Fully Paid'
15400,'60 months',0.2557,'1 year','RENT',77500,22,664,'Fully Paid'
7200,'36 months',0.2583,'9 years','RENT',28000,2.36,674,'Fully Paid'
14000,'36 months',0.1199,'10+ years','MORTGAGE',226200,18.12,689,'Fully Paid'
8000,'36 months',0.0967,'2 years','RENT',49500,14.69,689,'Fully Paid'
9600,'36 months',0.1398,'7 years','MORTGAGE',50000,26.28,694,'Fully Paid'
10000,'60 months',0.229,'8 years','MORTGAGE',31000,29.35,699,'Fully Paid'
35000,'36 months',0.1922,'2 years','MORTGAGE',185000,8.49,664,'Fully Paid'
5000,'36 months',0.1099,'4 years','RENT',73000,23.86,664,'Fully Paid'
7000,'36 months',0.234,'9 years','MORTGAGE',70000,33.57,699,'Fully Paid'
3000,'36 months',0.1199,'2 years','OWN',30000,24.36,664,'Fully Paid'
17000,'36 months',0.079,'10+ years','MORTGAGE',70000,10.97,729,'Fully Paid'
15000,'36 months',0.089,'2 years','MORTGAGE',99000,15.65,699,'Fully Paid'
15000,'36 months',0.1285,'3 years','RENT',67000,30.54,699,'Fully Paid'
9250,'36 months',0.1699,'< 1 year','OWN',35000,24.79,669,'Fully Paid'
22000,'36 months',0.0662,'5 years','MORTGAGE',91500,21.85,714,'Fully Paid'
14400,'36 months',0.1353,'7 years','OWN',38000,18.75,669,'Fully Paid'
15000,'36 months',0.0967,'10+ years','MORTGAGE',65000,12.13,724,'Fully Paid'
21200,'36 months',0.1699,'10+ years','MORTGAGE',73000,25.5,669,'Fully Paid'
12975,'36 months',0.1099,'2 years','MORTGAGE',76284,19.6,754,'Fully Paid'
9250,'36 months',0.1398,'< 1 year','MORTGAGE',50000,17.62,724,'Fully Paid'
20000,'36 months',0.0603,'3 years','MORTGAGE',97000,28.56,734,'Fully Paid'
3700,'36 months',0.1561,'10+ years','MORTGAGE',42000,24.06,664,'Fully Paid'
25000,'36 months',0.1353,'10+ years','RENT',150000,9.05,689,'Fully Paid'
24000,'36 months',0.089,'< 1 year','MORTGAGE',155000,16.37,679,'Fully Paid'
3175,'36 months',0.1353,'10+ years','MORTGAGE',73400,21.15,714,'Fully Paid'
10000,'36 months',0.0967,'10+ years','OWN',55000,12.37,669,'Fully Paid'
18000,'36 months',0.089,'3 years','MORTGAGE',150000,21.79,719,'Fully Paid'
14000,'36 months',0.1447,'10+ years','MORTGAGE',53000,18.37,664,'Fully Paid'
10000,'60 months',0.1498,'5 years','RENT',66000,12.71,684,'Fully Paid'
11650,'60 months',0.1447,'10+ years','MORTGAGE',65000,3.31,804,'Fully Paid'
15000,'36 months',0.1825,'10+ years','MORTGAGE',72000,15.78,679,'Fully Paid'
6350,'36 months',0.1997,'10+ years','RENT',65000,25.26,674,'Fully Paid'
12800,'60 months',0.1561,'9 years','RENT',60000,19.1,724,'Fully Paid'
7000,'36 months',0.0967,'10+ years','MORTGAGE',80973,24.13,724,'Fully Paid'
12000,'36 months',0.079,'9 years','MORTGAGE',55000,16.79,729,'Fully Paid'
30000,'36 months',0.1285,'9 years','RENT',135000,22.41,714,'Fully Paid'
24000,'60 months',0.205,'9 years','MORTGAGE',156000,9.29,679,'Fully Paid'
35000,'36 months',0.1447,'8 years','RENT',105000,13.15,694,'Fully Paid'
12000,'36 months',0.089,'9 years','RENT',110000,16.93,734,'Fully Paid'
2650,'36 months',0.1699,'1 year','RENT',180000,8.83,699,'Fully Paid'
30000,'36 months',0.079,'3 years','OWN',120000,24.31,709,'Fully Paid'
30000,'36 months',0.1398,'9 years','MORTGAGE',185000,25.91,704,'Fully Paid'
5000,'36 months',0.1199,'6 years','RENT',62100,7.07,689,'Fully Paid'
35000,'36 months',0.1561,'9 years','RENT',85000,18.79,669,'Fully Paid'
20500,'60 months',0.1447,'10+ years','MORTGAGE',67608,29.3,684,'Fully Paid'
21000,'60 months',0.1922,'10+ years','OWN',47000,27.4,684,'Fully Paid'
8325,'36 months',0.1561,'8 years','MORTGAGE',71500,10.31,684,'Fully Paid'
8325,'36 months',0.1398,'10+ years','RENT',32000,23.03,729,'Fully Paid'
25000,'60 months',0.1398,'1 year','OWN',63000,19.87,709,'Fully Paid'
12000,'36 months',0.1099,'3 years','MORTGAGE',90000,7.09,729,'Fully Paid'
34400,'36 months',0.1624,'10+ years','RENT',130000,15.91,669,'Fully Paid'
13000,'36 months',0.0967,'3 years','MORTGAGE',75000,8.5,694,'Fully Paid'
5000,'36 months',0.1398,'9 years','RENT',37000,32.27,694,'Fully Paid'
10800,'36 months',0.1447,'6 years','MORTGAGE',49000,27.11,709,'Fully Paid'
27575,'60 months',0.1699,'10+ years','MORTGAGE',92000,15.28,684,'Fully Paid'
23000,'60 months',0.1825,'10+ years','MORTGAGE',85000,30.11,699,'Fully Paid'
14450,'36 months',0.089,'10+ years','MORTGAGE',45000,27.15,709,'Fully Paid'
14000,'36 months',0.089,'2 years','RENT',65000,17.02,684,'Fully Paid'
6500,'36 months',0.1398,'10+ years','RENT',51000,28.49,669,'Fully Paid'
15000,'36 months',0.0603,'10+ years','MORTGAGE',94000,29.78,729,'Fully Paid'
35000,'60 months',0.1624,'5 years','MORTGAGE',152000,16.63,709,'Fully Paid'
12300,'36 months',0.1498,'< 1 year','MORTGAGE',70000,9.45,689,'Fully Paid'
28625,'36 months',0.089,'5 years','RENT',120000,13.85,729,'Fully Paid'
25000,'36 months',0.0762,'3 years','OWN',60000,6.8,769,'Fully Paid'
1000,'36 months',0.205,'10+ years','MORTGAGE',85000,12.41,679,'Fully Paid'
34500,'60 months',0.234,'5 years','MORTGAGE',123000,26.79,694,'Fully Paid'
1500,'36 months',0.1825,'3 years','MORTGAGE',120000,5.08,664,'Fully Paid'
9600,'36 months',0.0762,'3 years','RENT',70000,6.54,709,'Fully Paid'
8000,'36 months',0.1398,'7 years','RENT',75000,11.44,674,'Fully Paid'
24450,'36 months',0.1099,'10+ years','MORTGAGE',55600,24.71,714,'Fully Paid'
12000,'60 months',0.1498,'2 years','MORTGAGE',66950,10.27,704,'Fully Paid'
2250,'36 months',0.1498,'7 years','RENT',32448,15.87,689,'Fully Paid'
4000,'36 months',0.1997,'10+ years','RENT',20000,27.31,694,'Fully Paid'
26500,'36 months',0.1498,'8 years','MORTGAGE',185000,1.21,674,'Fully Paid'
4625,'36 months',0.1561,'n/a','MORTGAGE',30000,1,759,'Fully Paid'
15000,'60 months',0.1561,'2 years','OWN',187000,8.27,714,'Fully Paid'
24000,'36 months',0.079,'3 years','RENT',82000,23.24,689,'Fully Paid'
35000,'36 months',0.1561,'5 years','RENT',125000,17.94,674,'Fully Paid'
6000,'36 months',0.1922,'5 years','RENT',30000,25.6,664,'Fully Paid'
12000,'60 months',0.205,'3 years','MORTGAGE',40000,18.15,669,'Fully Paid'
3875,'36 months',0.1447,'9 years','RENT',27000,29.33,664,'Fully Paid'
26500,'60 months',0.06,'10+ years','MORTGAGE',100000,24.49,704,'Fully Paid'
14000,'36 months',0.0662,'2 years','MORTGAGE',96600,6.76,764,'Fully Paid'
20800,'36 months',0.089,'3 years','RENT',49777.4,22.62,714,'Fully Paid'
9600,'36 months',0.1398,'5 years','RENT',87849,11.75,684,'Fully Paid'
8875,'36 months',0.1757,'10+ years','MORTGAGE',61692,29.17,724,'Fully Paid'
5800,'36 months',0.1825,'3 years','MORTGAGE',112585,23.55,699,'Fully Paid'
9000,'36 months',0.079,'5 years','OWN',56000,19.2,689,'Fully Paid'
35000,'60 months',0.205,'1 year','RENT',92000,11.23,674,'Fully Paid'
24000,'60 months',0.1353,'10+ years','MORTGAGE',90000,16.89,784,'Fully Paid'
12875,'36 months',0.1353,'10+ years','MORTGAGE',57000,26.42,734,'Fully Paid'
3000,'36 months',0.237,'5 years','MORTGAGE',62940,9.48,714,'Fully Paid'
16100,'60 months',0.1922,'4 years','MORTGAGE',45000,13.12,669,'Fully Paid'
4750,'36 months',0.1398,'3 years','MORTGAGE',23000,9.66,664,'Fully Paid'
12250,'36 months',0.1498,'2 years','RENT',35000,29.01,689,'Fully Paid'
3000,'36 months',0.1099,'n/a','MORTGAGE',100000,15.39,724,'Fully Paid'
14000,'36 months',0.1447,'10+ years','MORTGAGE',70000,26.04,674,'Fully Paid'
35000,'36 months',0.1398,'5 years','MORTGAGE',100000,20.13,689,'Fully Paid'
9000,'36 months',0.0762,'4 years','MORTGAGE',109000,10.78,769,'Fully Paid'
5000,'36 months',0.1285,'10+ years','MORTGAGE',46500,15.46,674,'Fully Paid'
18000,'60 months',0.205,'n/a','MORTGAGE',45000,21.71,714,'Fully Paid'
4750,'36 months',0.1825,'2 years','RENT',35800,18.11,689,'Fully Paid'
10000,'36 months',0.1199,'3 years','RENT',35000,19.38,699,'Fully Paid'
1000,'36 months',0.1825,'7 years','MORTGAGE',42000,22.37,714,'Fully Paid'
20000,'36 months',0.1561,'7 years','MORTGAGE',55000,15.38,699,'Fully Paid'
10000,'36 months',0.0603,'2 years','RENT',100000,17.87,734,'Fully Paid'
8400,'36 months',0.1624,'5 years','RENT',43000,8.1,694,'Fully Paid'
18000,'60 months',0.1398,'10+ years','MORTGAGE',82500,13.66,714,'Fully Paid'
35000,'36 months',0.089,'10+ years','MORTGAGE',170000,18.55,754,'Fully Paid'
24000,'36 months',0.089,'3 years','RENT',60000,10.16,759,'Fully Paid'
2500,'36 months',0.1285,'10+ years','MORTGAGE',95000,21.89,694,'Fully Paid'
22000,'60 months',0.1561,'1 year','RENT',50000,10.3,759,'Fully Paid'
14000,'36 months',0.1447,'< 1 year','RENT',140000,14.17,689,'Fully Paid'
10000,'36 months',0.1285,'4 years','MORTGAGE',48000,27.53,689,'Fully Paid'
20000,'36 months',0.1997,'10+ years','MORTGAGE',160000,13.45,674,'Fully Paid'
10000,'36 months',0.1624,'3 years','MORTGAGE',60000,21.54,674,'Fully Paid'
9950,'36 months',0.1561,'5 years','RENT',50000,19.01,664,'Fully Paid'
15000,'60 months',0.1757,'2 years','RENT',62000,22.24,674,'Fully Paid'
9500,'36 months',0.1624,'10+ years','RENT',37400,34.4,714,'Fully Paid'
14000,'36 months',0.0662,'3 years','MORTGAGE',92000,16.49,744,'Fully Paid'
9975,'36 months',0.1099,'< 1 year','MORTGAGE',56000,28.03,694,'Fully Paid'
14675,'36 months',0.06,'1 year','RENT',55000,12.55,664,'Fully Paid'
10000,'36 months',0.1285,'6 years','MORTGAGE',100000,15.84,669,'Fully Paid'
24000,'36 months',0.1099,'10+ years','MORTGAGE',90000,23.73,709,'Fully Paid'
2200,'36 months',0.1099,'< 1 year','MORTGAGE',58000,11.79,734,'Fully Paid'
25000,'36 months',0.1561,'10+ years','MORTGAGE',100000,16.73,689,'Fully Paid'
10000,'36 months',0.1353,'2 years','MORTGAGE',50000,22.49,704,'Fully Paid'
24000,'36 months',0.1099,'8 years','MORTGAGE',100000,3.7,724,'Fully Paid'
12000,'36 months',0.1099,'10+ years','MORTGAGE',66000,17.35,704,'Fully Paid'
14825,'36 months',0.1624,'5 years','MORTGAGE',58000,32.34,699,'Fully Paid'
12000,'36 months',0.1624,'7 years','RENT',42000,8.8,694,'Fully Paid'
9000,'36 months',0.1398,'6 years','MORTGAGE',54000,8.33,674,'Fully Paid'
9000,'36 months',0.1099,'5 years','RENT',45000,6.48,709,'Fully Paid'
8500,'36 months',0.079,'10+ years','MORTGAGE',147000,10.55,749,'Fully Paid'
28000,'36 months',0.0967,'4 years','MORTGAGE',145000,13.81,704,'Fully Paid'
10000,'60 months',0.1922,'7 years','MORTGAGE',40000,34.91,709,'Fully Paid'
6000,'36 months',0.089,'10+ years','MORTGAGE',68000,7.78,719,'Fully Paid'
14550,'60 months',0.1922,'5 years','MORTGAGE',55000,16.78,674,'Fully Paid'
13000,'36 months',0.1624,'10+ years','MORTGAGE',50000,18.48,684,'Fully Paid'
21000,'36 months',0.089,'4 years','RENT',107000,11.77,684,'Fully Paid'
27050,'60 months',0.2557,'10+ years','MORTGAGE',75000,24.82,704,'Fully Paid'
3000,'36 months',0.1561,'6 years','MORTGAGE',82860,13.32,704,'Fully Paid'
30225,'36 months',0.2583,'7 years','RENT',68000,19.98,664,'Fully Paid'
10500,'60 months',0.1624,'2 years','RENT',37000,17.48,674,'Fully Paid'
14000,'36 months',0.0603,'1 year','RENT',65000,27.1,799,'Fully Paid'
12500,'60 months',0.1199,'10+ years','MORTGAGE',42000,19.49,704,'Fully Paid'
16800,'36 months',0.1199,'10+ years','MORTGAGE',86000,18.82,704,'Fully Paid'
35000,'36 months',0.1498,'2 years','RENT',170000,20.38,704,'Fully Paid'
7500,'36 months',0.0762,'< 1 year','MORTGAGE',70000,31.6,744,'Fully Paid'
30000,'60 months',0.205,'4 years','MORTGAGE',98000,11.93,674,'Fully Paid'
35000,'36 months',0.1398,'6 years','RENT',175000,12.52,684,'Fully Paid'
